Brand,Price,Body,Mileage,EngineV,Engine Type
Audi,10.09823162932864,sedan,43,1.8,Petrol
Mitsubishi,9.78131991856192,crossover,165,3.0,Gas
Toyota,9.85214162518454,crossover,153,2.7,Gas
BMW,9.02401079378469,sedan,200,4.4,Petrol
Toyota,10.126631103850338,crossover,80,4.0,Gas
Mitsubishi,9.433403920090221,crossover,142,2.4,Gas
BMW,7.972121128921655,sedan,340,2.4,Diesel
BMW,9.898475010712584,other,95,4.5,Petrol
Audi,10.839580911706463,crossover,44,3.0,Diesel
Audi,11.314462331050079,crossover,0,2.98,Diesel
BMW,9.159047077588632,sedan,400,3.5,Gas
Mitsubishi,9.230142999272362,crossover,99,2.0,Gas
Mercedes-Benz,8.612503371220562,van,260,2.2,Diesel
Volkswagen,9.825526011066415,sedan,74,1.8,Petrol
Volkswagen,9.323669057283185,van,200,2.5,Diesel
BMW,8.038834757787749,sedan,320,2.0,Diesel
Audi,10.21464198117305,other,65,2.0,Petrol
Mitsubishi,9.179881164491475,sedan,120,2.4,Gas
Mitsubishi,9.846917201047734,crossover,127,3.0,Gas
Audi,10.419300717813158,crossover,67,2.0,Petrol
Volkswagen,8.612503371220562,van,400,1.9,Diesel
Volkswagen,8.575462099540212,sedan,270,1.8,Gas
Toyota,10.146433731146518,crossover,200,4.0,Petrol
Toyota,10.071541137532378,crossover,125,3.5,Gas
Mitsubishi,8.68270762989381,sedan,170,1.6,Petrol
Volkswagen,9.674074388208323,sedan,150,2.0,Diesel
Mercedes-Benz,11.57118493908744,crossover,0,2.98,Diesel
Mercedes-Benz,9.825526011066415,van,170,2.2,Diesel
BMW,11.373651903317787,crossover,0,3.0,Diesel
BMW,10.232791299678729,sedan,170,2.0,Diesel
Volkswagen,9.104979856318357,van,275,2.5,Diesel
Toyota,9.409191230721348,sedan,185,3.5,Petrol
Toyota,8.66561319653451,sedan,200,2.2,Petrol
Volkswagen,9.581834960513193,van,164,2.0,Diesel
Audi,10.51867319162636,other,170,3.0,Diesel
Volkswagen,8.411832675758411,hatch,199,1.8,Petrol
Audi,8.788418084315925,sedan,327,4.2,Gas
Renault,8.824677891164198,sedan,219,1.6,Gas
BMW,10.542706391070517,crossover,97,3.0,Diesel
Audi,9.560997243589352,sedan,176,3.0,Diesel
Mitsubishi,9.143131622282732,sedan,94,1.5,Gas
Toyota,8.039157390473237,hatch,283,1.3,Petrol
Mitsubishi,9.035986984831405,crossover,100,3.2,Diesel
Audi,10.330387941364357,vagon,35,2.0,Petrol
Audi,9.082507000466299,sedan,298,2.4,Gas
Mitsubishi,8.94884572927805,crossover,254,3.0,Petrol
Renault,8.764053269347762,van,136,1.5,Diesel
Volkswagen,9.692766521220475,hatch,44,1.4,Petrol
Volkswagen,8.318742252692399,sedan,88,1.8,Gas
Mercedes-Benz,8.824677891164198,sedan,235,2.2,Diesel
Volkswagen,9.268609280100158,sedan,75,1.6,Petrol
Toyota,9.472704636443673,crossover,149,2.0,Petrol
Toyota,8.779557455883728,sedan,248,2.0,Petrol
Audi,10.146433731146518,vagon,181,3.0,Petrol
Volkswagen,10.239959789157341,crossover,132,2.0,Diesel
Audi,8.160518247477505,sedan,200,2.5,Diesel
Volkswagen,9.60904937558734,van,165,2.0,Diesel
BMW,8.160518247477505,sedan,300,3.0,Diesel
BMW,8.160518247477505,sedan,272,2.0,Diesel
Volkswagen,11.172376931528394,crossover,0,3.0,Diesel
Renault,9.175639190336833,sedan,1,1.2,Petrol
Volkswagen,9.472704636443673,van,178,2.5,Diesel
Toyota,8.987196820661973,hatch,115,1.6,Petrol
BMW,10.941995917134532,crossover,1,2.0,Diesel
Renault,9.179881164491475,vagon,114,1.5,Diesel
Mercedes-Benz,8.895629627136483,hatch,176,1.4,Petrol
Renault,9.104979856318357,vagon,190,1.5,Diesel
Volkswagen,9.792555991828847,sedan,96,2.5,Petrol
Volkswagen,9.277999020449997,sedan,147,2.0,Petrol
Mercedes-Benz,9.358760377094455,sedan,186,3.2,Petrol
Volkswagen,9.615805480084347,van,275,2.5,Diesel
Volkswagen,9.030016817844901,hatch,200,1.4,Petrol
Mercedes-Benz,8.948975607841776,sedan,199,5.0,Petrol
BMW,10.757902880692196,other,5,2.0,Petrol
Audi,11.184421397998193,sedan,55,6.3,Petrol
Mitsubishi,9.769899015421748,crossover,149,3.0,Gas
Renault,9.332558004700433,vagon,141,1.5,Diesel
Toyota,9.047821442478408,sedan,168,1.6,Petrol
Mercedes-Benz,9.581214035314728,vagon,212,2.2,Diesel
Volkswagen,9.392578591964389,van,176,2.0,Diesel
Volkswagen,8.366370301681654,hatch,217,1.6,Gas
BMW,10.477287975463508,crossover,33,2.0,Diesel
Toyota,7.937374696163295,other,421,1.3,Gas
BMW,10.544716243314605,sedan,0,2.0,Petrol
Renault,9.259130536145614,van,183,2.5,Diesel
Toyota,11.225230059096225,crossover,1,4.5,Diesel
Renault,8.895629627136483,van,125,1.5,Diesel
Mitsubishi,9.409191230721348,crossover,140,2.4,Petrol
Mercedes-Benz,9.517825071724143,van,199,2.2,Diesel
Audi,8.517193191416238,sedan,280,2.3,Gas
Renault,9.457200449907708,other,188,2.0,Diesel
Volkswagen,9.433403920090221,other,184,2.0,Diesel
Mitsubishi,7.937374696163295,sedan,150,2.0,Gas
Renault,8.895629627136483,van,200,1.5,Diesel
Mitsubishi,8.824677891164198,sedan,82,2.0,Petrol
Mitsubishi,9.159047077588632,crossover,225,2.4,Gas
Audi,9.674074388208323,hatch,160,1.4,Petrol
Volkswagen,9.093806555720231,other,180,1.9,Diesel
Toyota,9.6822172456036,sedan,90,2.5,Gas
BMW,10.239959789157341,sedan,170,2.0,Diesel
Audi,9.277999020449997,vagon,222,2.5,Diesel
Mercedes-Benz,8.85366542803745,sedan,230,2.0,Gas
Volkswagen,9.082507000466299,van,260,2.5,Diesel
Volkswagen,10.46310334047155,crossover,20,2.0,Diesel
Audi,8.987196820661973,vagon,200,2.7,Diesel
Mercedes-Benz,9.642122788401721,sedan,260,2.2,Diesel
Volkswagen,8.942460926820582,sedan,325,1.8,Gas
Mitsubishi,9.268609280100158,crossover,52,2.0,Petrol
Renault,9.011889433252344,vagon,192,1.5,Diesel
BMW,10.714417768752456,sedan,29,2.0,Diesel
Volkswagen,8.648045999835,van,258,2.5,Diesel
Mercedes-Benz,9.487972108574462,van,217,3.7,Gas
Volkswagen,9.350102314351341,van,70,2.0,Diesel
Volkswagen,9.449357272446683,van,213,2.0,Diesel
Volkswagen,9.417354541360508,hatch,62,1.4,Petrol
Mercedes-Benz,10.477287975463508,sedan,100,3.5,Petrol
Audi,9.648595302907339,sedan,210,2.0,Diesel
Mercedes-Benz,10.404262840448617,crossover,109,2.2,Diesel
BMW,8.779557455883728,sedan,280,2.0,Petrol
Volkswagen,7.762170607138205,sedan,11,1.9,Other
Volkswagen,9.792555991828847,crossover,130,3.6,Gas
BMW,10.448714603019452,other,160,3.0,Diesel
Renault,9.417354541360508,sedan,99,2.5,Petrol
Mercedes-Benz,9.9281801651265,sedan,193,3.5,Other
BMW,11.23261614684786,sedan,30,4.4,Petrol
Toyota,9.457200449907708,sedan,145,2.4,Petrol
Mercedes-Benz,9.457200449907708,other,360,2.2,Diesel
Audi,8.83927669058535,sedan,327,3.7,Petrol
Volkswagen,9.752664662801545,crossover,220,2.5,Diesel
Renault,8.824677891164198,sedan,87,1.4,Petrol
Audi,9.568014816247999,other,80,4.2,Petrol
Volkswagen,9.358760377094455,sedan,169,1.4,Gas
Volkswagen,9.39182824802156,van,231,2.5,Diesel
BMW,11.261601036639322,sedan,8,4.4,Petrol
Mercedes-Benz,10.257659366256743,other,65,1.8,Petrol
Audi,10.661954199216716,crossover,75,3.0,Diesel
Volkswagen,8.846496938558838,other,217,1.9,Diesel
Volkswagen,8.895629627136483,hatch,117,1.4,Petrol
Mitsubishi,10.224309386575188,crossover,1,2.5,Diesel
Volkswagen,9.464982590349763,vagon,145,1.6,Diesel
Volkswagen,8.68270762989381,sedan,217,2.3,Petrol
Mercedes-Benz,7.8632667240095735,hatch,111,1.4,Petrol
Audi,7.937017489515454,vagon,390,1.9,Diesel
Mitsubishi,9.95227771670556,crossover,98,2.5,Diesel
Audi,8.51699317141357,sedan,231,1.9,Diesel
Volkswagen,8.83927669058535,sedan,160,1.6,Petrol
Mercedes-Benz,8.66561319653451,sedan,366,3.2,Gas
Mitsubishi,9.6614159913364,other,68,1.8,Petrol
Volkswagen,11.218554404367652,crossover,0,3.0,Diesel
Mercedes-Benz,10.03889218954233,sedan,131,5.5,Gas
Mercedes-Benz,10.373491181781864,crossover,96,3.5,Petrol
Mercedes-Benz,10.471638242921388,sedan,3,1.6,Petrol
Volkswagen,8.83927669058535,sedan,320,1.8,Gas
BMW,8.85366542803745,sedan,286,2.8,Petrol
Volkswagen,10.485703172388792,crossover,92,3.0,Diesel
Volkswagen,9.277999020449997,hatch,60,1.4,Petrol
BMW,10.085767441795337,crossover,194,3.0,Petrol
Volkswagen,7.90100705199242,hatch,300,1.9,Diesel
Toyota,9.809176873064887,crossover,146,2.7,Gas
Audi,7.803843303538772,vagon,325,2.5,Diesel
Audi,9.667765219015058,hatch,123,1.4,Petrol
Volkswagen,9.148464968258095,vagon,176,1.9,Diesel
Mitsubishi,8.66561319653451,vagon,230,1.6,Petrol
Volkswagen,9.510370887608827,sedan,162,1.4,Petrol
Volkswagen,10.586963113399342,sedan,0,2.0,Diesel
Toyota,10.056208639553791,crossover,40,2.0,Petrol
Audi,7.649692623711514,sedan,217,1.9,Diesel
Mercedes-Benz,7.90100705199242,sedan,337,2.3,Gas
Volkswagen,8.809862805379057,van,16,2.0,Diesel
BMW,10.672744717741898,crossover,0,2.0,Diesel
Toyota,10.252382309155898,crossover,92,2.2,Diesel
Toyota,10.292145542327912,crossover,90,2.7,Gas
Volkswagen,9.011889433252344,sedan,258,1.9,Diesel
Mercedes-Benz,9.305559638557117,other,269,2.2,Diesel
Renault,9.023890304598448,sedan,19,1.2,Petrol
Toyota,9.9281801651265,sedan,105,2.5,Petrol
Volkswagen,9.581903928408666,van,168,2.0,Diesel
Toyota,9.75846178048587,other,135,3.5,Gas
Mercedes-Benz,9.836278802842678,sedan,105,5.5,Petrol
Toyota,9.487972108574462,sedan,38,1.33,Petrol
Volkswagen,7.803843303538772,sedan,200,1.3,Gas
Audi,10.915088464214607,hatch,24,2.8,Other
Toyota,9.903487552536127,van,135,2.4,Gas
Volkswagen,8.294049640102028,hatch,266,1.9,Diesel
Mitsubishi,9.735068900911164,other,120,3.0,Petrol
Mitsubishi,9.345745008982385,sedan,60,1.6,Gas
Mercedes-Benz,10.106428396532818,crossover,236,5.0,Petrol
Renault,9.421411342056123,sedan,64,2.0,Gas
Mercedes-Benz,8.83927669058535,sedan,239,2.3,Petrol
Toyota,10.325481962595504,crossover,40,2.7,Petrol
Mitsubishi,9.082507000466299,sedan,105,2.0,Gas
Audi,9.179881164491475,sedan,249,2.5,Diesel
BMW,11.058795184880783,crossover,33,3.0,Petrol
Mitsubishi,9.093806555720231,sedan,96,2.0,Petrol
Audi,7.575584651557793,vagon,210,1.8,Gas
Audi,8.389359819906353,sedan,190,2.5,Diesel
Toyota,9.429475901892854,sedan,162,3.5,Gas
Audi,8.070906088787819,sedan,295,2.5,Diesel
Audi,9.441452092939569,sedan,294,3.0,Gas
Mercedes-Benz,8.389359819906353,sedan,225,2.0,Gas
Mercedes-Benz,8.268731832117737,sedan,111,2.5,Diesel
Volkswagen,9.047703788498627,sedan,101,1.6,Petrol
Mercedes-Benz,8.987196820661973,other,230,2.2,Diesel
Volkswagen,8.160518247477505,hatch,250,1.9,Diesel
Audi,9.38429367909962,sedan,195,2.4,Gas
Toyota,10.118598932153073,sedan,43,2.5,Gas
Audi,8.242756345714477,vagon,190,2.5,Diesel
Volkswagen,8.922658299524402,van,230,1.9,Diesel
BMW,9.104868739033948,sedan,270,2.8,Petrol
Volkswagen,8.517193191416238,van,326,2.4,Diesel
Mercedes-Benz,9.95227771670556,crossover,135,3.5,Petrol
Renault,8.34283980427146,van,142,1.9,Diesel
Mitsubishi,9.798127036878302,crossover,160,3.2,Diesel
Volkswagen,9.047821442478408,van,220,2.5,Diesel
Renault,8.229511118964457,hatch,232,1.8,Petrol
Volkswagen,9.104979856318357,other,212,2.0,Gas
Mitsubishi,8.748304912379623,crossover,235,3.2,Diesel
BMW,9.035986984831405,sedan,297,2.2,Petrol
Volkswagen,9.740968623038354,van,157,2.0,Diesel
Volkswagen,8.006367567650246,sedan,240,1.8,Petrol
Mercedes-Benz,9.966462351697517,crossover,114,4.7,Petrol
BMW,9.711115659888671,crossover,230,3.0,Gas
Mercedes-Benz,8.895629627136483,other,250,2.2,Diesel
Mercedes-Benz,7.7406644019172415,sedan,300,3.0,Diesel
BMW,9.011889433252344,sedan,250,4.4,Petrol
Audi,10.46310334047155,sedan,61,2.8,Petrol
Volkswagen,8.961879012677683,vagon,193,1.9,Diesel
Volkswagen,9.011889433252344,hatch,157,1.6,Petrol
Audi,10.596609732783568,crossover,45,2.0,Diesel
Renault,9.38429367909962,other,173,2.0,Diesel
Mercedes-Benz,8.1886891244442,sedan,276,2.7,Diesel
Volkswagen,8.131236549696116,sedan,201,1.8,Petrol
BMW,7.882314918980268,vagon,335,2.0,Petrol
Mercedes-Benz,9.367344120785848,hatch,103,1.5,Petrol
BMW,7.843848638152472,vagon,312,2.5,Diesel
Mercedes-Benz,7.843848638152472,vagon,367,3.2,Diesel
Audi,10.364071959865372,sedan,32,1.8,Petrol
Mercedes-Benz,11.736069016284437,sedan,18,3.0,Diesel
BMW,9.9281801651265,crossover,285,4.8,Petrol
Mitsubishi,7.8632667240095735,other,200,2.4,Petrol
BMW,7.824046010856292,vagon,250,2.5,Diesel
Mercedes-Benz,9.487972108574462,van,182,2.2,Diesel
Mercedes-Benz,10.341742483467284,crossover,220,3.2,Diesel
Audi,10.338511462885837,vagon,118,2.0,Petrol
Mitsubishi,8.465899897028686,sedan,167,1.6,Petrol
Toyota,9.099408811268901,hatch,118,1.6,Petrol
Renault,9.02401079378469,van,177,1.5,Diesel
Audi,8.83927669058535,sedan,360,2.5,Diesel
BMW,11.156236235215168,crossover,71,4.4,Petrol
Volkswagen,8.086410275323782,sedan,255,1.9,Diesel
Volkswagen,9.38429367909962,hatch,91,1.4,Petrol
Mitsubishi,9.169518377455928,other,114,2.0,Petrol
Mercedes-Benz,9.961756460660103,vagon,206,2.1,Diesel
Toyota,11.542474558426779,crossover,0,4.5,Diesel
Mercedes-Benz,9.38429367909962,van,277,2.2,Diesel
Renault,9.21024036697585,van,185,1.5,Diesel
Renault,9.047821442478408,sedan,57,1.2,Gas
Volkswagen,8.779557455883728,other,385,2.4,Diesel
Mitsubishi,9.071078304642676,sedan,80,1.5,Petrol
Volkswagen,9.059401196410896,van,169,1.6,Diesel
Volkswagen,9.449357272446683,hatch,156,1.6,Diesel
Mitsubishi,8.948975607841776,sedan,135,2.0,Gas
Mitsubishi,9.071078304642676,sedan,150,2.4,Gas
Mitsubishi,9.137769679141348,sedan,95,2.0,Petrol
Mercedes-Benz,8.174702882469461,sedan,238,2.2,Diesel
Audi,10.302263672493496,crossover,151,3.0,Diesel
Renault,8.268731832117737,van,202,1.9,Diesel
Volkswagen,8.85366542803745,van,345,1.9,Diesel
Audi,9.78131991856192,other,70,2.0,Petrol
Toyota,9.21024036697585,sedan,225,3.0,Gas
Audi,10.138559674715612,hatch,180,2.0,Diesel
Audi,10.021270588192511,vagon,175,2.0,Gas
Volkswagen,9.830916859701293,sedan,2,1.6,Petrol
Mitsubishi,8.85352256068954,sedan,160,2.0,Petrol
Toyota,9.692766521220475,crossover,281,4.2,Diesel
Toyota,9.798127036878302,crossover,320,4.2,Diesel
Mercedes-Benz,10.21464198117305,sedan,144,2.14,Diesel
BMW,9.392661928770137,crossover,218,3.0,Diesel
Volkswagen,7.495541943884256,other,280,1.9,Diesel
Audi,9.9281801651265,sedan,106,1.8,Petrol
Volkswagen,9.25846364715791,other,1,1.4,Petrol
BMW,9.72913416539135,sedan,154,3.0,Petrol
BMW,9.011889433252344,sedan,238,3.0,Diesel
Mercedes-Benz,9.581903928408666,van,171,2.2,Diesel
Volkswagen,10.106428396532818,crossover,62,2.0,Diesel
Toyota,9.491752831414368,sedan,96,2.4,Gas
Toyota,8.764053269347762,sedan,250,3.0,Gas
Mercedes-Benz,10.292145542327912,sedan,135,5.5,Petrol
Volkswagen,11.156107653683586,van,1,5.0,Diesel
Audi,7.8632667240095735,vagon,110,2.5,Diesel
Renault,9.259130536145614,vagon,185,1.5,Diesel
Volkswagen,10.210972252284089,crossover,1,2.0,Diesel
Mercedes-Benz,7.2078598714324755,sedan,360,2.5,Diesel
Toyota,9.539644119118783,sedan,139,2.4,Other
BMW,9.457200449907708,sedan,194,4.4,Gas
Toyota,9.961756460660103,crossover,135,4.0,Gas
Mercedes-Benz,9.071078304642676,sedan,196,2.0,Gas
Toyota,9.082507000466299,sedan,165,1.8,Petrol
Toyota,9.464982590349763,sedan,129,1.8,Petrol
BMW,9.159047077588632,sedan,339,3.0,Diesel
BMW,9.277999020449997,sedan,243,3.0,Diesel
Volkswagen,9.287301413112312,van,156,1.6,Diesel
Mitsubishi,7.783224016336037,hatch,350,2.0,Gas
Renault,9.495519314209846,other,132,1.5,Diesel
BMW,10.448714603019452,crossover,85,3.0,Petrol
BMW,10.950806546816688,other,20,3.5,Petrol
Renault,8.881836305004146,van,146,1.5,Diesel
Toyota,10.060491301345794,sedan,69,2.5,Gas
Toyota,10.778956289890028,crossover,59,3.0,Diesel
Volkswagen,8.34283980427146,sedan,1,1.4,Petrol
Mercedes-Benz,8.732304571033183,other,340,2.4,Gas
BMW,7.9724660159745655,sedan,225,2.5,Petrol
Mercedes-Benz,9.449357272446683,other,199,2.2,Diesel
Audi,9.74090979777877,vagon,140,4.2,Petrol
Volkswagen,9.544815615934212,sedan,0,1.6,Petrol
Mercedes-Benz,10.643041105910228,sedan,95,6.2,Petrol
Renault,8.8023721336499,vagon,227,1.5,Diesel
Mercedes-Benz,9.126958763037132,other,280,2.4,Petrol
BMW,9.635608107380527,sedan,250,2.5,Petrol
Volkswagen,7.27931883541462,van,100,1.6,Diesel
Volkswagen,8.68270762989381,van,278,1.9,Diesel
Mercedes-Benz,8.496990484098719,sedan,282,3.2,Gas
BMW,9.464982590349763,vagon,260,3.0,Diesel
Toyota,10.414303176252119,vagon,73,4.0,Gas
Volkswagen,8.881836305004146,hatch,127,1.39,Petrol
BMW,11.261601036639322,crossover,1,3.0,Diesel
Mercedes-Benz,7.7406644019172415,hatch,175,1.4,Petrol
Volkswagen,9.472704636443673,crossover,235,3.2,Gas
Volkswagen,8.006367567650246,van,318,1.9,Diesel
Renault,8.987071812848821,van,92,1.5,Diesel
Mercedes-Benz,9.305650551780507,van,250,2.2,Diesel
BMW,11.302204433654575,sedan,23,4.4,Petrol
BMW,8.242756345714477,sedan,304,1.9,Gas
Audi,8.389359819906353,sedan,340,2.8,Gas
Audi,8.055157731819678,vagon,320,2.5,Diesel
Volkswagen,9.296518068217235,other,287,2.5,Other
Audi,8.022896869601457,vagon,250,2.5,Other
Volkswagen,10.321704344569456,vagon,0,2.0,Diesel
BMW,9.952230096524119,crossover,170,4.8,Petrol
Volkswagen,7.313220387090301,sedan,255,1.9,Diesel
Toyota,9.047821442478408,vagon,200,2.0,Petrol
Toyota,9.126958763037132,sedan,115,1.6,Gas
Toyota,9.94270826568941,sedan,49,3.5,Petrol
Renault,8.99961934066053,van,206,1.9,Diesel
Volkswagen,9.51044496442652,sedan,104,1.8,Petrol
Renault,8.496990484098719,van,218,1.5,Diesel
Volkswagen,8.794824928014517,hatch,136,1.4,Gas
Mitsubishi,7.27931883541462,crossover,245,2.8,Diesel
Volkswagen,8.1886891244442,sedan,320,1.8,Gas
Toyota,10.085809109330082,sedan,51,2.5,Gas
Toyota,9.449357272446683,sedan,130,2.4,Petrol
Mercedes-Benz,9.581903928408666,other,315,5.0,Gas
BMW,7.740229524763182,sedan,200,1.8,Petrol
BMW,9.093806555720231,sedan,234,3.5,Gas
Audi,10.325481962595504,vagon,152,3.0,Diesel
Mercedes-Benz,8.294049640102028,sedan,370,3.2,Diesel
Toyota,9.464982590349763,sedan,137,2.4,Petrol
Volkswagen,8.101677747454572,sedan,200,1.8,Petrol
Toyota,9.190137664658664,sedan,178,1.8,Petrol
Renault,9.629050706834368,other,173,2.3,Diesel
Volkswagen,8.507142855562735,vagon,290,1.8,Petrol
Volkswagen,10.924138299734526,crossover,36,3.0,Diesel
Volkswagen,9.792555991828847,van,188,2.5,Diesel
Mercedes-Benz,8.68270762989381,crossover,271,2.7,Diesel
Toyota,9.9281801651265,crossover,225,4.7,Gas
BMW,8.517193191416238,other,300,1.8,Petrol
Volkswagen,9.350102314351341,van,100,2.0,Diesel
Volkswagen,7.9724660159745655,hatch,230,1.6,Petrol
Mitsubishi,8.476371196895983,sedan,247,2.0,Gas
Renault,7.346010209913293,vagon,235,2.0,Petrol
Mitsubishi,9.680344001221918,crossover,147,2.5,Diesel
Volkswagen,8.764053269347762,van,312,2.5,Diesel
BMW,8.66561319653451,other,400,2.0,Petrol
Mercedes-Benz,9.305650551780507,sedan,263,3.2,Diesel
Renault,8.411832675758411,sedan,305,1.5,Diesel
Renault,9.560997243589352,crossover,83,2.0,Diesel
BMW,11.177452728682098,crossover,19,2.5,Diesel
Audi,8.732304571033183,sedan,200,1.8,Petrol
Volkswagen,9.259130536145614,van,130,1.9,Diesel
Toyota,9.449357272446683,sedan,136,3.5,Petrol
Audi,8.85366542803745,other,126,2.6,Petrol
BMW,8.411832675758411,sedan,230,4.0,Gas
BMW,8.476371196895983,vagon,400,2.5,Diesel
Renault,9.350102314351341,van,170,1.5,Diesel
BMW,10.645424897265505,crossover,33,2.0,Petrol
Mercedes-Benz,10.025705185260378,crossover,165,3.0,Diesel
Volkswagen,9.20029003612268,sedan,80,1.6,Petrol
Mercedes-Benz,9.51044496442652,van,259,3.0,Diesel
Volkswagen,9.268609280100158,other,140,2.0,Other
Mercedes-Benz,9.433483923290392,van,242,2.2,Diesel
Renault,8.92252495730139,van,123,1.5,Diesel
Volkswagen,9.21024036697585,hatch,118,1.2,Diesel
Toyota,9.830916859701293,hatch,73,1.6,Petrol
Volkswagen,8.935903526274423,hatch,225,1.4,Petrol
Volkswagen,9.126958763037132,hatch,127,1.6,Petrol
Audi,8.216088098632316,vagon,290,1.9,Diesel
BMW,10.165851817003619,crossover,270,4.8,Petrol
BMW,9.468851067127684,sedan,268,4.0,Diesel
Mitsubishi,9.629050706834368,crossover,193,3.0,Gas
Audi,11.03488966402723,vagon,24,3.0,Diesel
Toyota,11.134589024250317,van,1,3.5,Petrol
Volkswagen,7.824046010856292,hatch,111,1.6,Gas
Volkswagen,7.8632667240095735,other,296,1.9,Diesel
Mercedes-Benz,9.413281215972873,van,300,2.2,Diesel
Toyota,10.594131602877955,crossover,94,4.0,Gas
Volkswagen,7.313220387090301,other,160,1.4,Petrol
Mercedes-Benz,8.216088098632316,sedan,270,3.5,Petrol
BMW,9.104868739033948,other,160,1.8,Petrol
Mitsubishi,9.20029003612268,other,200,2.5,Diesel
Volkswagen,9.72913416539135,crossover,249,5.0,Diesel
Volkswagen,10.085767441795337,sedan,0,1.6,Diesel
Mercedes-Benz,10.491274217438248,crossover,162,3.0,Diesel
Mitsubishi,9.667765219015058,other,146,2.5,Diesel
Volkswagen,9.867860374892977,sedan,136,2.0,Diesel
Renault,8.771835409789817,van,148,1.5,Diesel
Renault,8.34283980427146,van,220,1.5,Diesel
BMW,10.373491181781864,crossover,52,3.0,Petrol
Toyota,9.433483923290392,sedan,110,2.4,Gas
BMW,10.776870783399007,crossover,178,4.0,Diesel
Mercedes-Benz,9.998752276761909,sedan,200,3.0,Diesel
Toyota,8.922658299524402,hatch,74,1.3,Petrol
Mercedes-Benz,11.736069016284437,sedan,17,3.0,Diesel
BMW,10.325481962595504,hatch,110,4.4,Petrol
Volkswagen,9.752152903968351,sedan,0,1.6,Petrol
Mercedes-Benz,10.726675666147958,sedan,42,3.0,Diesel
BMW,9.629050706834368,sedan,227,2.5,Petrol
Volkswagen,8.961879012677683,van,226,1.9,Diesel
Volkswagen,9.998797732340453,hatch,40,1.4,Petrol
Mitsubishi,9.137769679141348,crossover,156,2.4,Gas
Mercedes-Benz,10.370361288772935,sedan,97,2.2,Diesel
Mercedes-Benz,9.143131622282732,van,160,2.2,Diesel
BMW,10.388995368317829,sedan,134,2.0,Diesel
Renault,9.230142999272362,vagon,151,1.5,Diesel
Toyota,9.011889433252344,crossover,200,2.0,Gas
Mercedes-Benz,8.909235279192261,sedan,190,2.0,Petrol
Mitsubishi,9.560997243589352,crossover,155,3.0,Gas
Volkswagen,10.1226230824528,sedan,1,1.6,Diesel
Mercedes-Benz,10.09823162932864,sedan,150,3.5,Gas
Volkswagen,9.137769679141348,van,176,1.9,Diesel
Volkswagen,9.95227771670556,crossover,130,2.5,Diesel
Audi,10.491274217438248,crossover,145,3.0,Petrol
Mitsubishi,10.03889218954233,crossover,69,2.4,Petrol
Mercedes-Benz,9.20029003612268,sedan,275,2.2,Other
Volkswagen,8.281470857895167,hatch,288,1.8,Gas
Toyota,10.264652401747712,crossover,100,3.5,Petrol
Volkswagen,9.735068900911164,van,121,2.0,Diesel
Mercedes-Benz,8.895629627136483,sedan,245,2.8,Gas
Mercedes-Benz,7.696212639346407,sedan,400,2.0,Petrol
Toyota,10.146433731146518,other,103,3.5,Petrol
Volkswagen,8.942460926820582,other,260,2.0,Diesel
Toyota,10.034515814942532,other,55,2.5,Petrol
Renault,9.093806555720231,van,170,1.9,Diesel
Renault,9.304741047397666,sedan,118,2.0,Petrol
Mercedes-Benz,11.587819556622462,crossover,0,3.0,Diesel
Toyota,9.740968623038354,sedan,95,2.0,Gas
Renault,6.906754778648554,sedan,430,2.0,Gas
BMW,11.104957226643945,crossover,0,2.0,Other
Volkswagen,8.366370301681654,vagon,289,2.0,Petrol
BMW,8.116715624819111,vagon,295,2.0,Diesel
Toyota,9.249561085129464,sedan,87,1.6,Petrol
BMW,10.030120203469494,crossover,216,4.8,Petrol
Renault,8.809862805379057,van,102,1.5,Diesel
Audi,8.242756345714477,sedan,257,2.0,Petrol
Volkswagen,9.296518068217235,vagon,185,1.4,Petrol
Mercedes-Benz,9.305650551780507,van,300,2.2,Diesel
Volkswagen,10.85707406915398,crossover,30,3.0,Diesel
Mercedes-Benz,9.846917201047734,sedan,232,3.0,Diesel
BMW,10.146433731146518,sedan,148,3.0,Diesel
Renault,9.581903928408666,sedan,98,1.5,Diesel
BMW,8.974618038455112,sedan,260,3.5,Petrol
Audi,10.709963418403076,crossover,95,3.0,Diesel
Toyota,10.173514689749188,other,73,2.5,Diesel
BMW,9.546812608597396,crossover,164,3.0,Diesel
Renault,8.974618038455112,van,300,1.9,Diesel
Volkswagen,9.285169512596832,van,157,1.6,Diesel
Renault,9.02401079378469,van,217,1.9,Diesel
Volkswagen,10.596634733096073,sedan,1,1.4,Petrol
Mercedes-Benz,9.72913416539135,other,266,3.0,Diesel
Audi,10.668955394675699,crossover,1,2.0,Petrol
Toyota,10.03889218954233,sedan,60,2.5,Petrol
Audi,9.296518068217235,sedan,225,2.4,Petrol
BMW,7.843848638152472,sedan,280,1.6,Petrol
Mercedes-Benz,9.836278802842678,other,142,2.2,Diesel
Toyota,8.242756345714477,sedan,220,1.6,Petrol
Mercedes-Benz,8.948975607841776,van,290,2.2,Diesel
BMW,11.626254150277232,sedan,16,3.0,Diesel
Mercedes-Benz,7.8632667240095735,van,280,2.9,Diesel
Volkswagen,9.60911649193355,vagon,165,1.4,Petrol
Mitsubishi,9.389323027504624,other,140,2.5,Diesel
